canonical_taxon_id,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,habitat_suitability
litocranius_walleri,23.47,8.19,89.12,532.8,28.52,19.33,9.19,24.39,22.55,26.68,20.25,1934.97,208.72,123.27,23.55,584.41,308.18,535.55,357.04,446.9,0.9504
lonchophylla_mordax,21.93,8.41,87.1,1197.0,27.24,17.58,9.65,22.89,20.96,25.31,18.55,1764.8,198.5,105.92,27.98,555.81,264.79,492.36,328.24,371.4,0.9733
lonchophylla_robusta,24.34,7.84,88.68,757.8,29.19,20.36,8.84,25.22,23.45,27.43,21.24,1923.09,210.44,120.11,25.05,589.24,300.28,533.71,355.81,207.6,0.9346
lonchophylla_thomasi,24.22,7.97,88.86,493.2,29.15,20.18,8.97,25.11,23.32,27.36,21.07,1956.23,210.47,125.06,23.29,589.33,312.64,541.18,360.79,350.5,0.9369
lonchorhina_aurita,24.46,7.9,88.77,486.0,29.35,20.45,8.9,25.35,23.57,27.57,21.34,1962.47,211.05,125.53,23.24,590.93,313.83,542.86,361.9,316.8,0.9324
lonchorhina_marinkellei,25.25,7.73,88.54,302.4,30.05,21.32,8.73,26.13,24.38,28.31,22.2,1992.33,211.72,129.47,22.02,592.81,323.69,549.9,366.6,280.5,0.9164
lonchorhina_orinocensis,24.08,7.94,88.81,705.6,28.99,20.06,8.94,24.97,23.18,27.21,20.95,1925.92,210.05,120.84,24.7,588.15,302.11,534.16,356.1,271.7,0.9395
lonchothrix_emiliae,23.18,8.21,89.14,709.2,28.25,19.04,9.21,24.1,22.26,26.41,19.96,1904.71,207.79,119.48,24.73,581.8,298.69,528.3,352.2,407.6,0.9553
lontra_canadensis,1.77,11.78,26.49,8568.0,26.22,-18.24,44.46,6.21,-2.68,17.33,-13.8,883.96,144.68,16.85,77.12,405.09,42.14,268.34,178.89,8.4,0.6595
lontra_longicaudis,23.16,8.07,88.72,1080.0,28.17,19.07,9.1,24.07,22.25,26.35,19.98,1825.33,203.83,110.74,27.2,570.72,276.84,508.54,339.02,236.7,0.9554
lontra_provocax,2.04,11.73,26.68,8463.6,26.22,-17.74,43.97,6.44,-2.36,17.43,-13.35,874.53,142.5,17.18,76.42,398.99,42.95,265.17,176.78,15.2,0.6638
lophiomys_imhausi,21.42,8.55,87.12,1231.2,26.82,17.01,9.81,22.4,20.44,24.86,17.99,1743.17,196.48,104.29,28.21,550.16,260.72,486.53,324.35,433.1,0.9795
lophocebus_albigena,26.06,7.58,88.35,50.0,30.78,22.2,8.58,26.92,25.2,29.06,23.05,2007.7,209.69,133.41,20.26,587.13,333.51,552.38,368.26,280.3,0.8989
lophocebus_aterrimus,25.25,7.73,88.55,297.0,30.05,21.32,8.73,26.12,24.37,28.3,22.19,1992.35,211.65,129.54,21.98,592.61,323.84,549.87,366.58,284.1,0.9164
lophostoma_brasiliense,25.84,7.66,88.46,50.0,30.6,21.94,8.66,26.7,24.97,28.87,22.8,2000.69,208.53,133.28,20.06,583.88,333.2,550.25,366.83,328.7,0.9037
lophostoma_carrikeri,24.88,7.85,88.7,293.4,29.75,20.9,8.85,25.76,24.0,27.98,21.78,1984.0,210.71,129.03,21.96,589.99,322.58,547.54,365.03,342.1,0.924
lophostoma_evotis,17.77,8.94,47.3,3153.6,28.16,9.27,18.89,19.66,15.88,24.38,11.16,940.2,118.53,46.21,41.02,331.88,115.52,268.44,178.96,91.6,0.9685
lophostoma_schulzi,23.96,8.07,88.98,444.6,28.95,19.88,9.07,24.87,23.05,27.14,20.79,1954.62,209.64,125.48,22.96,586.99,313.7,540.42,360.28,412.2,0.9418
lophostoma_silvicolum,22.53,8.29,89.24,1017.0,27.64,18.35,9.29,23.46,21.6,25.78,19.28,1826.68,203.18,111.46,26.78,568.91,278.65,508.53,339.02,363.5,0.9652
lophuromys_melanonyx,21.38,8.55,86.27,1252.8,26.84,16.92,9.92,22.37,20.39,24.85,17.91,1735.81,195.91,103.64,28.35,548.56,259.1,484.6,323.06,429.3,0.9799
lophuromys_nudicaudus,26.49,7.43,88.14,77.4,31.13,22.7,8.43,27.34,25.65,29.45,23.54,2019.68,211.47,133.78,20.52,592.11,334.44,555.93,370.62,195.4,0.8891
lophuromys_woosnami,24.62,7.92,88.79,307.8,29.53,20.61,8.92,25.52,23.73,27.75,21.5,1977.66,210.23,128.46,22.05,588.65,321.16,545.89,363.92,374.6,0.9292
lorentzimys_nouhuysi,21.56,8.51,86.7,1231.2,26.96,17.14,9.81,22.54,20.58,24.99,18.12,1746.32,196.84,104.48,28.21,551.15,261.19,487.4,324.94,412.1,0.9779
loris_lydekkerianus,19.35,8.71,55.51,2475.0,27.98,12.29,15.69,20.92,17.79,24.84,13.86,1231.16,149.41,65.15,36.5,418.34,162.87,348.73,232.48,166.7,0.9891
loris_tardigradus,23.16,8.02,82.38,1215.0,28.52,18.78,9.74,24.14,22.19,26.57,19.75,1788.05,201.34,107.13,28.1,563.76,267.84,498.96,332.64,173.2,0.9554
loxodonta_africana,21.96,8.26,73.05,1548.0,28.18,16.87,11.31,23.09,20.83,25.92,18.0,1652.77,189.93,95.97,30.32,531.8,239.93,463.04,308.69,201.3,0.9726
loxodonta_cyclotis,26.35,7.45,88.16,154.8,30.99,22.55,8.45,27.19,25.5,29.3,23.39,2018.68,212.45,132.84,21.03,594.86,332.11,556.18,370.79,181.5,0.8923
loxodontomys_micropus,4.3,11.32,27.93,7732.8,26.59,-13.93,40.52,8.36,0.25,18.49,-9.88,775.98,122.5,18.4,71.55,343.0,45.99,233.4,155.6,10.4,0.6944
lundomys_molitor,7.91,10.84,33.03,6100.2,25.95,-6.86,32.81,11.19,4.63,19.39,-3.57,473.54,69.39,15.52,60.67,194.28,38.8,139.85,93.23,223.6,0.6466
lutra_lutra,12.01,10.0,36.32,4984.2,27.16,-0.38,27.54,14.76,9.26,21.65,2.37,472.49,65.57,18.42,53.23,183.6,46.04,137.79,91.86,116.8,0.7362
lutra_sumatrana,24.83,7.78,88.61,518.4,29.66,20.88,8.78,25.71,23.95,27.9,21.76,1967.9,212.07,125.53,23.46,593.81,313.81,544.57,363.05,244.2,0.925
lutreolina_crassicaudata,17.82,9.14,56.35,2586.6,26.74,10.53,16.21,19.45,16.2,23.5,12.15,1151.52,140.63,60.22,37.24,393.78,150.55,326.6,217.73,349.6,0.9885
lutrogale_perspicillata,20.55,8.47,60.07,2138.4,28.31,14.21,14.1,21.96,19.14,25.49,15.62,1394.32,165.95,76.39,34.26,464.65,190.98,393.38,262.25,140.5,0.9854
lycalopex_culpaeus,12.45,9.94,37.23,4804.2,27.13,0.44,26.69,15.12,9.78,21.79,3.11,487.8,67.09,19.5,52.03,187.84,48.75,141.96,94.64,133.4,0.7533
lycalopex_gymnocercus,11.84,10.15,38.56,4728.6,26.32,-0.01,26.33,14.48,9.21,21.06,2.63,477.7,65.45,19.3,51.52,183.25,48.24,138.9,92.6,262.8,0.7362
lycalopex_sechurae,22.35,8.17,74.87,1465.2,28.36,17.44,10.92,23.44,21.26,26.17,18.53,1690.31,193.27,98.93,29.77,541.16,247.32,473.09,315.39,180.4,0.9674
lycalopex_vetulus,17.34,9.27,56.62,2620.8,26.34,9.97,16.38,18.98,15.7,23.07,11.61,1126.85,137.89,58.72,37.47,386.09,146.79,319.73,213.15,408.3,0.9864
lycaon_pictus,24.83,7.79,88.62,493.2,29.66,20.87,8.79,25.71,23.95,27.9,21.75,1970.34,211.99,125.96,23.29,593.58,314.89,545.08,363.39,256.4,0.925
lyncodon_patagonicus,6.17,11.02,29.74,7003.8,26.56,-10.52,37.07,9.88,2.46,19.14,-6.81,633.15,96.75,17.57,66.69,270.89,43.94,188.9,125.93,66.4,0.6887
lynx_canadensis,-1.6,12.38,24.89,9687.6,25.76,-23.99,49.75,3.37,-6.58,15.81,-19.01,859.42,147.34,11.04,84.58,412.55,27.6,264.09,176.06,0.0,0.586
lynx_lynx,1.08,11.89,26.08,8811.0,26.16,-19.45,45.61,5.64,-3.48,17.04,-14.89,897.93,148.48,15.91,78.74,415.73,39.77,273.3,182.2,0.0,0.6467
lynx_pardinus,6.03,10.99,28.97,7189.2,26.9,-11.04,37.95,9.83,2.24,19.32,-7.25,677.64,104.42,18.11,67.93,292.37,45.28,202.59,135.06,0.0,0.7042
lynx_rufus,7.24,10.78,29.86,6795.0,27.09,-9.0,36.09,10.85,3.63,19.87,-5.39,605.76,91.68,17.52,65.3,256.72,43.79,180.31,120.2,0.0,0.7028
macaca_arctoides,17.63,9.0,48.44,3088.8,27.85,9.26,18.59,19.49,15.77,24.13,11.12,959.23,120.5,47.49,40.59,337.39,118.72,273.66,182.44,143.6,0.971
macaca_assamensis,14.88,9.45,40.09,4141.8,27.83,4.27,23.56,17.23,12.52,23.12,6.63,615.91,81.87,26.89,47.61,229.24,67.22,177.88,118.59,72.2,0.8566
macaca_cyclopis,13.02,9.95,40.92,4303.8,26.4,2.08,24.32,15.45,10.59,21.53,4.51,547.67,73.42,23.42,48.69,205.57,58.54,158.46,105.64,281.3,0.7971
macaca_fascicularis,23.89,7.98,88.86,743.4,28.83,19.85,8.98,24.78,22.99,27.03,20.74,1915.25,209.39,119.77,24.96,586.3,299.43,531.44,354.29,283.3,0.943
macaca_fuscata,6.61,11.1,32.17,6458.4,25.59,-8.91,34.5,10.06,3.16,18.69,-5.46,513.66,76.54,15.81,63.06,214.32,39.53,152.31,101.54,254.4,0.6379
macaca_maura,22.86,8.24,89.17,896.4,27.94,18.71,9.24,23.79,21.94,26.09,19.63,1862.09,205.56,114.87,25.98,575.57,287.16,517.64,345.09,369.0,0.9603
macaca_mulatta,13.86,9.62,37.99,4512.6,27.78,2.47,25.31,16.39,11.33,22.72,5.0,541.62,73.39,22.53,50.08,205.5,56.32,157.09,104.73,54.3,0.8061
macaca_nemestrina,24.69,7.81,88.65,547.2,29.53,20.72,8.81,25.57,23.81,27.77,21.6,1961.55,211.78,124.81,23.65,592.99,312.02,543.0,362.0,252.4,0.9278
macaca_nigra,24.78,7.92,88.79,181.8,29.69,20.77,8.92,25.67,23.89,27.9,21.66,1982.92,209.06,130.19,21.21,585.36,325.48,546.51,364.34,409.6,0.9261
macaca_ochreata,22.89,8.25,89.19,846.0,27.97,18.72,9.25,23.81,21.96,26.12,19.65,1873.08,206.12,116.07,25.64,577.13,290.17,520.38,346.92,389.1,0.9598
macaca_pagensis,25.33,7.64,88.42,482.4,30.08,21.45,8.64,26.2,24.47,28.36,22.31,1983.04,213.21,126.89,23.22,596.99,317.22,548.52,365.68,183.6,0.9147
macaca_radiata,18.9,8.79,53.59,2626.2,27.92,11.52,16.4,20.54,17.26,24.64,13.16,1160.78,142.08,60.45,37.51,397.83,151.12,329.37,219.58,165.5,0.9877
macaca_silenus,19.57,8.68,57.06,2374.2,27.94,12.73,15.21,21.09,18.05,24.89,14.25,1276.61,154.03,68.27,35.83,431.28,170.67,361.17,240.78,180.7,0.9896
macaca_sinica,22.58,8.12,75.98,1416.6,28.46,17.77,10.69,23.65,21.51,26.32,18.84,1711.92,195.17,100.66,29.44,546.47,251.64,478.86,319.24,167.5,0.9642
macaca_sylvanus,9.18,10.42,31.5,6157.8,27.38,-5.7,33.08,12.49,5.88,20.76,-2.39,513.21,75.41,16.66,61.05,211.14,41.64,151.67,101.11,0.0,0.7006
macaca_thibetana,11.55,10.1,35.9,5108.4,27.02,-1.11,28.12,14.36,8.74,21.39,1.71,461.86,64.5,17.68,54.06,180.59,44.21,134.88,89.92,129.4,0.7211
macaca_tonkeana,24.9,7.88,88.74,198.0,29.78,20.9,8.88,25.78,24.01,28.0,21.79,1985.63,209.57,130.19,21.32,586.79,325.48,547.36,364.91,384.5,0.9236
macroderma_gigas,15.78,9.54,50.32,3168.0,26.21,7.25,18.96,17.68,13.89,22.42,9.15,889.54,112.23,43.65,41.12,314.24,109.12,254.02,169.34,390.1,0.9517
macrogalidia_musschenbroekii,24.97,7.87,88.73,153.0,29.85,20.97,8.87,25.86,24.08,28.07,21.86,1986.83,209.07,130.77,21.02,585.4,326.92,547.39,364.93,394.5,0.9222
macroglossus_minimus,24.46,8.0,88.89,230.4,29.41,20.41,9.0,25.36,23.56,27.61,21.31,1975.57,208.95,129.18,21.54,585.06,322.94,544.8,363.2,435.8,0.9324
macroglossus_sobrinus,21.52,8.33,68.45,1729.8,28.21,16.04,12.17,22.74,20.3,25.78,17.26,1576.46,183.15,89.95,31.53,512.82,224.87,442.62,295.08,183.9,0.9776
macrophyllum_macrophyllum,22.95,8.19,89.12,946.8,28.01,18.82,9.19,23.87,22.03,26.17,19.74,1853.04,205.21,113.79,26.31,574.59,284.47,515.44,343.62,331.4,0.9589
macropus_agilis,17.06,9.32,55.25,2725.2,26.33,9.46,16.87,18.74,15.37,22.96,11.15,1079.72,132.9,55.63,38.17,372.13,139.09,306.73,204.49,402.8,0.9823
macropus_antilopinus,17.5,9.24,57.4,2563.2,26.36,10.26,16.1,19.11,15.89,23.14,11.87,1153.38,140.67,60.47,37.09,393.89,151.17,327.03,218.02,409.8,0.9883
macropus_bernardus,18.05,9.15,60.14,2374.2,26.42,11.21,15.21,19.57,16.53,23.38,12.73,1241.55,149.8,66.39,35.83,419.44,165.99,351.25,234.17,414.4,0.9927
macropus_dorsalis,12.28,10.08,39.41,4568.4,26.35,0.78,25.57,14.84,9.73,21.23,3.33,499.93,67.94,20.64,50.46,190.22,51.6,145.09,96.73,270.2,0.7575
macropus_eugenii,8.62,10.73,34.16,5805.0,25.89,-5.52,31.41,11.76,5.48,19.61,-2.38,444.91,64.28,15.31,58.7,179.99,38.28,130.96,87.31,253.1,0.6463
macropus_fuliginosus,8.33,10.8,34.16,5850.0,25.72,-5.9,31.62,11.49,5.17,19.4,-2.74,444.34,64.34,15.18,59.0,180.14,37.95,130.86,87.24,276.0,0.639
macropus_giganteus,10.73,10.36,37.01,5079.6,26.13,-1.86,27.99,13.53,7.94,20.53,0.94,442.79,61.74,17.02,53.86,172.88,42.56,129.27,86.18,268.3,0.6928
macropus_irma,9.38,10.55,34.28,5670.0,26.3,-4.47,30.77,12.46,6.3,20.15,-1.39,446.28,64.06,15.69,57.8,179.37,39.24,131.16,87.44,199.4,0.6651
macropus_parma,9.36,10.55,34.28,5673.6,26.29,-4.5,30.79,12.44,6.28,20.13,-1.42,446.17,64.06,15.68,57.82,179.35,39.2,131.13,87.42,201.1,0.6646
macropus_parryi,12.97,9.96,40.72,4332.6,26.42,1.96,24.46,15.41,10.52,21.53,4.41,542.45,72.83,23.11,48.88,203.91,57.77,157.01,104.67,275.8,0.7934
macropus_robustus,12.58,10.09,41.41,4311.0,25.98,1.62,24.36,15.02,10.14,21.11,4.05,536.46,71.94,22.92,48.74,201.44,57.29,155.24,103.49,345.8,0.7836
macropus_rufogriseus,8.61,10.71,33.87,5851.8,26.01,-5.62,31.63,11.78,5.45,19.69,-2.46,451.1,65.32,15.41,59.01,182.9,38.52,132.85,88.57,231.7,0.6499
macropus_rufus,11.28,10.3,38.75,4784.4,25.91,-0.69,26.59,13.94,8.62,20.59,1.97,461.67,63.43,18.51,51.9,177.6,46.27,134.32,89.55,323.2,0.7157
macroscelides_proboscideus,12.6,9.92,37.72,4723.2,27.06,0.76,26.3,15.23,9.97,21.8,3.39,495.39,67.85,20.03,51.49,189.99,50.07,144.03,96.02,149.6,0.7604
macrotarsomys_bastardi,14.27,9.8,45.6,3704.4,26.09,4.6,21.49,16.42,12.12,21.79,6.75,695.26,90.31,32.04,44.7,252.87,80.11,199.78,133.19,371.0,0.8834
macrotarsomys_ingens,16.42,9.43,52.66,2944.8,26.27,8.37,17.91,18.21,14.63,22.69,10.16,982.72,122.46,49.44,39.63,342.9,123.59,279.9,186.6,396.7,0.9699
macrotis_lagotis,13.55,9.91,43.41,3988.8,26.11,3.27,22.84,15.83,11.27,21.54,5.56,613.94,80.96,27.32,46.59,226.68,68.31,177.0,118.0,348.1,0.839
macrotus_californicus,10.67,10.27,35.06,5356.8,26.78,-2.51,29.3,13.6,7.74,20.92,0.42,450.02,63.62,16.61,55.71,178.13,41.52,131.79,87.86,148.0,0.696
macrotus_waterhousii,13.55,9.66,37.17,4654.8,27.84,1.86,25.98,16.15,10.95,22.64,4.45,521.97,71.25,21.3,51.03,199.49,53.25,151.64,101.09,35.3,0.7907
macruromys_major,22.03,8.43,89.39,1060.2,27.22,17.79,9.43,22.97,21.09,25.33,18.73,1804.35,201.24,109.66,27.07,563.46,274.16,502.57,335.05,420.0,0.9721
madoqua_guentheri,22.75,8.31,89.26,781.2,27.87,18.56,9.31,23.68,21.82,26.01,19.49,1882.36,206.29,117.32,25.21,577.62,293.3,522.55,348.37,440.3,0.962
madoqua_kirkii,21.94,8.41,87.67,1184.4,27.21,17.62,9.59,22.89,20.98,25.29,18.58,1768.55,198.77,106.27,27.9,556.56,265.67,493.33,328.89,376.3,0.9732
madoqua_piacentinii,22.84,8.3,89.25,743.4,27.95,18.65,9.3,23.77,21.91,26.09,19.58,1891.06,206.75,118.26,24.96,578.89,295.65,524.73,349.82,444.6,0.9607
madoqua_saltiana,19.83,8.84,71.82,1758.6,26.6,14.29,12.3,21.06,18.6,24.14,15.52,1526.65,177.67,86.86,31.72,497.48,217.15,428.78,285.85,430.2,0.9924
makalata_didelphoides,24.23,7.99,88.87,453.6,29.17,20.18,8.99,25.12,23.33,27.37,21.08,1959.98,210.34,125.73,23.02,588.95,314.31,541.96,361.3,367.4,0.9368
makalata_grandis,24.01,8.06,88.96,435.6,28.99,19.93,9.06,24.91,23.1,27.18,20.83,1956.33,209.7,125.69,22.9,587.17,314.22,540.83,360.55,409.7,0.9409
makalata_macrura,21.3,8.4,69.54,1711.8,27.95,15.86,12.08,22.51,20.09,25.53,17.07,1578.16,183.15,90.2,31.41,512.83,225.51,443.0,295.33,225.8,0.9801
makalata_rhipidura,24.33,7.86,88.71,700.2,29.21,20.35,8.86,25.22,23.45,27.43,21.23,1932.66,210.72,121.33,24.67,590.01,303.32,535.99,357.33,235.0,0.9348
malacomys_edwardsi,23.24,7.98,80.65,1249.2,28.69,18.79,9.9,24.23,22.25,26.71,19.78,1779.8,200.84,106.3,28.33,562.34,265.75,496.86,331.24,144.9,0.954
malacomys_longipes,25.86,7.55,88.31,279.0,30.56,22.01,8.55,26.71,25.0,28.85,22.87,2006.98,212.95,130.69,21.86,596.26,326.72,553.79,369.19,198.3,0.9033
malacothrix_typica,15.03,9.52,43.19,3821.4,27.15,5.11,22.05,17.23,12.82,22.74,7.31,684.35,89.45,31.09,45.48,250.45,77.74,196.91,131.27,199.5,0.8877
mallomys_aroaensis,22.13,8.42,89.38,1013.4,27.31,17.89,9.42,23.07,21.19,25.42,18.83,1818.31,202.2,110.98,26.76,566.17,277.46,506.18,337.45,426.9,0.9708
mallomys_gunung,22.98,8.27,89.22,700.2,28.08,18.81,9.27,23.91,22.05,26.23,19.74,1901.48,207.32,119.37,24.67,580.49,298.42,527.35,351.56,442.9,0.9585
mallomys_istapantap,21.78,8.48,89.45,1137.6,26.99,17.51,9.48,22.72,20.83,25.09,18.46,1777.93,199.25,107.29,27.58,557.89,268.23,495.67,330.45,422.9,0.9753
mallomys_rothschildi,21.82,8.47,89.44,1112.4,27.03,17.56,9.47,22.77,20.88,25.14,18.51,1785.86,199.82,108.02,27.42,559.5,270.05,497.73,331.82,427.4,0.9748
mammelomys_lanosus,22.66,8.33,89.28,819.0,27.79,18.46,9.33,23.59,21.73,25.93,19.4,1873.19,205.78,116.36,25.46,576.18,290.89,520.24,346.83,436.4,0.9634
mammelomys_rattoides,22.7,8.32,89.27,817.2,27.83,18.51,9.32,23.63,21.77,25.96,19.44,1874.49,205.9,116.46,25.45,576.51,291.14,520.59,347.06,430.9,0.9628
mandrillus_leucophaeus,23.98,7.88,88.73,937.8,28.86,19.99,8.88,24.87,23.09,27.09,20.88,1878.83,207.95,115.47,26.25,582.25,288.67,522.55,348.37,177.4,0.9413
mandrillus_sphinx,26.33,7.46,88.18,136.8,30.98,22.52,8.46,27.17,25.48,29.29,23.36,2017.82,212.11,132.99,20.91,593.9,332.47,555.82,370.55,193.2,0.8928
manis_crassicaudata,16.46,9.2,44.57,3522.6,27.81,7.17,20.63,18.52,14.39,23.68,9.23,794.57,102.21,37.42,43.48,286.18,93.55,227.84,151.89,120.0,0.9349
manis_gigantea,25.19,7.66,88.45,541.8,29.95,21.29,8.66,26.05,24.32,28.22,22.16,1973.65,213.01,125.64,23.61,596.44,314.09,546.32,364.21,178.3,0.9177
manis_javanica,23.02,8.1,86.47,1135.8,28.17,18.8,9.36,23.95,22.08,26.29,19.74,1807.07,202.49,109.07,27.57,566.97,272.67,503.78,335.86,232.8,0.9577
manis_pentadactyla,13.77,9.68,38.9,4422.6,27.45,2.57,24.88,16.25,11.28,22.47,5.06,549.36,74.1,23.13,49.48,207.47,57.82,159.17,106.12,111.0,0.8091
manis_temminckii,22.42,8.29,89.06,1123.2,27.53,18.23,9.3,23.35,21.48,25.67,19.16,1796.63,201.16,108.56,27.49,563.25,271.41,500.8,333.87,331.2,0.9667
manis_tetradactyla,26.1,7.49,88.22,255.6,30.76,22.28,8.49,26.95,25.25,29.07,23.13,2012.94,213.25,131.34,21.7,597.11,328.34,555.27,370.18,172.7,0.898
manis_tricuspis,26.69,7.39,88.08,50.0,31.3,22.92,8.39,27.53,25.85,29.63,23.75,2022.41,211.25,134.36,20.28,591.5,335.91,556.44,370.96,182.0,0.8845
marmosa_andersoni,19.19,8.78,56.65,2433.6,27.71,12.22,15.49,20.74,17.64,24.61,13.76,1243.87,150.59,66.11,36.22,421.66,165.27,352.16,234.77,211.9,0.9903
marmosa_lepida,23.0,8.16,89.09,973.8,28.04,18.88,9.16,23.92,22.08,26.21,19.79,1847.9,204.99,113.2,26.49,573.96,282.99,514.17,342.78,311.5,0.9581
marmosa_mexicana,18.79,8.76,50.92,2795.4,28.25,11.05,17.2,20.51,17.07,24.81,12.77,1092.89,135.06,55.89,38.64,378.16,139.72,310.73,207.15,103.1,0.9837
marmosa_murina,22.17,8.39,89.35,1058.4,27.34,17.95,9.39,23.11,21.24,25.46,18.89,1808.11,201.63,109.91,27.06,564.58,274.77,503.61,335.74,398.8,0.9703
marmosa_robinsoni,22.71,8.13,80.99,1279.8,28.24,18.19,10.04,23.72,21.71,26.23,19.2,1758.37,198.79,104.72,28.53,556.62,261.81,491.05,327.37,211.8,0.9624
marmosa_rubra,24.32,7.85,88.7,741.6,29.19,20.34,8.85,25.21,23.44,27.42,21.23,1925.65,210.51,120.44,24.94,589.42,301.11,534.31,356.21,216.9,0.935
marmosa_tyleriana,23.76,8.04,88.94,684.0,28.73,19.69,9.04,24.67,22.86,26.93,20.6,1922.02,209.34,120.83,24.56,586.15,302.08,532.94,355.29,330.5,0.9453
marmosa_xerophila,20.32,8.6,64.11,1992.6,27.7,14.29,13.41,21.66,18.98,25.01,15.63,1447.22,170.78,80.46,33.28,478.18,201.15,407.6,271.73,244.6,0.9881
marmosops_cracens,20.26,8.62,64.61,1978.2,27.6,14.26,13.34,21.6,18.93,24.93,15.59,1451.55,171.14,80.82,33.19,479.2,202.04,408.75,272.5,260.5,0.9886
marmosops_dorothea,17.04,9.23,51.1,2977.2,26.97,8.91,18.06,18.84,15.23,23.36,10.72,985.17,122.99,49.38,39.85,344.37,123.46,280.7,187.13,286.8,0.973
marmosops_fuscatus,21.53,8.42,76.06,1495.8,27.62,16.55,11.06,22.64,20.42,25.4,17.66,1660.94,190.27,96.93,29.97,532.75,242.32,465.04,310.03,292.2,0.9779
marmosops_handleyi,22.73,8.13,81.03,1278.0,28.25,18.21,10.04,23.73,21.72,26.24,19.21,1759.23,198.87,104.79,28.52,556.83,261.98,491.28,327.52,210.6,0.9621
marmosops_impavidus,25.82,7.6,88.37,185.4,30.55,21.95,8.6,26.68,24.96,28.83,22.81,2006.89,211.63,131.73,21.24,592.58,329.31,553.13,368.76,248.3,0.9042
marmosops_invictus,22.39,8.16,74.51,1472.4,28.41,17.46,10.95,23.48,21.29,26.22,18.55,1688.68,193.17,98.77,29.82,540.88,246.91,472.68,315.12,171.5,0.9668
marmosops_noctivagus,21.88,8.35,79.26,1384.2,27.67,17.14,10.54,22.93,20.83,25.57,18.19,1706.28,194.14,100.63,29.23,543.59,251.58,477.1,318.07,291.0,0.9738
marmota_caligata,-4.61,13.05,24.64,10364.4,24.51,-28.43,52.94,0.69,-9.9,13.92,-23.14,731.97,128.93,6.65,89.1,361.0,16.63,226.58,151.05,144.1,0.5048
marmota_caudata,6.98,10.86,30.12,6786.0,26.81,-9.24,36.05,10.59,3.38,19.6,-5.63,597.7,90.43,17.31,65.24,253.19,43.28,177.89,118.59,43.4,0.6924
marmota_flaviventris,4.2,11.37,28.23,7680.6,26.35,-13.92,40.27,8.22,0.17,18.29,-9.9,760.75,119.82,18.26,71.2,335.5,45.64,228.68,152.46,51.3,0.6874
marmota_marmota,2.62,11.62,26.87,8307.0,26.39,-16.83,43.23,6.94,-1.71,17.75,-12.51,861.07,139.37,17.67,75.38,390.23,44.17,260.64,173.76,0.0,0.6746
marmota_monax,1.23,11.87,26.15,8762.4,26.18,-19.19,45.38,5.76,-3.31,17.11,-14.66,896.18,147.89,16.12,78.42,414.08,40.3,272.63,181.75,0.0,0.6497
marmota_olympus,0.91,12.04,27.04,8578.8,25.39,-19.12,44.51,5.36,-3.54,16.49,-14.67,865.67,141.75,16.45,77.19,396.89,41.13,262.82,175.21,135.5,0.637
marmota_vancouverensis,0.19,12.17,26.68,8811.0,25.28,-20.33,45.61,4.75,-4.37,16.15,-15.77,877.49,145.1,15.55,78.74,406.27,38.87,267.08,178.06,136.2,0.6241
martes_americana,-1.07,12.29,25.11,9513.0,25.84,-23.08,48.92,3.82,-5.96,16.06,-18.19,877.28,149.34,12.12,83.42,418.15,30.3,269.07,179.38,0.0,0.5993
martes_flavigula,15.72,9.35,43.28,3726.0,27.6,6.0,21.59,17.88,13.56,23.28,8.16,723.28,94.06,33.25,44.84,263.36,83.12,207.88,138.59,137.9,0.9082
martes_foina,4.6,11.42,29.92,7232.4,25.59,-12.56,38.15,8.42,0.79,17.96,-8.75,655.84,101.26,17.37,68.22,283.52,43.43,196.17,130.78,199.5,0.6592
martes_gwatkinsii,21.34,8.37,67.48,1778.4,28.16,15.76,12.4,22.58,20.1,25.68,17.0,1553.92,181.06,88.24,31.86,506.96,220.61,436.54,291.03,189.0,0.9794
martes_martes,-2.23,12.61,25.55,9603.0,24.91,-24.43,49.35,2.71,-7.16,15.04,-19.5,848.21,144.92,11.3,84.02,405.78,28.24,260.41,173.61,136.3,0.5727
martes_melampus,6.42,11.13,31.96,6526.8,25.57,-9.25,34.82,9.9,2.94,18.61,-5.76,524.28,78.37,15.94,63.51,219.45,39.85,155.58,103.72,251.4,0.6391
martes_pennanti,1.19,11.87,26.14,8773.2,26.18,-19.25,45.43,5.74,-3.35,17.09,-14.71,896.61,148.02,16.07,78.49,414.46,40.18,272.79,181.86,0.0,0.6489
martes_zibellina,-2.95,12.67,24.68,10024.2,25.28,-26.06,51.34,2.18,-8.09,15.01,-20.92,805.52,139.98,8.84,86.83,391.95,22.1,248.43,165.62,50.0,0.5508
massoutiera_mzabi,13.35,9.72,37.46,4647.6,27.62,1.68,25.95,15.95,10.76,22.43,4.27,517.98,70.67,21.16,50.98,197.89,52.89,150.47,100.31,68.9,0.7855
mastacomys_fuscus,5.99,11.16,30.92,6796.8,25.84,-10.26,36.1,9.6,2.38,18.62,-6.65,577.34,87.39,16.69,65.31,244.69,41.72,171.85,114.57,191.6,0.6571
